customer_code,full_name,gender,dob,city,marital_status,nationality,occupation,income_range,income_currency,source_of_income,status,customer_segment
Y_000257,Hoàng Văn Em,Nam,1991-10-07 21:50:13.464005,Thừa Thiên Huế,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
X_000068,Trần Văn Bình,Nam,1986-10-08 21:50:13.464005,Bình Dương,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
Y_000041,Võ Văn Phúc,Nam,2003-10-04 21:50:13.464005,Phú Thọ,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000445,Hồ Thị Khoa,Nữ,2002-10-04 21:50:13.464005,Sơn La,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000390,Đặng Văn Giang,Nam,2007-10-03 21:50:13.464005,Hải Phòng,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
Z_000287,Dương Văn Minh,Nam,2001-10-04 21:50:13.464005,Quảng Trị,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
X_000123,Võ Thị Phúc,Nữ,1995-10-06 21:50:13.464005,Hà Giang,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000051,Bùi Văn Hải,Nam,1992-10-06 21:50:13.464005,Kiên Giang,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
Y_000095,Lưu Văn Sơn,Nam,1981-10-09 21:50:13.464005,Thái Nguyên,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000482,Trần Văn Bình,Nam,2005-10-03 21:50:13.464005,Lạng Sơn,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,USD,Lương,Active,Z
X_000094,Tôn Thị Rồng,Nữ,1994-10-06 21:50:13.464005,Hà Nam,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Inactive,X
Z_000105,Hồ Thị Khoa,Nữ,1952-10-16 21:50:13.464005,Quảng Ngãi,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
Y_000118,Chu Văn Tài,Nam,1987-10-08 21:50:13.464005,Phú Thọ,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Y_000150,Bùi Thị Hải,Nữ,2000-10-04 21:50:13.464005,Bắc Kạn,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,USD,Lương,Inactive,Y
Z_000467,Hồ Thị Khoa,Nữ,1968-10-12 21:50:13.464005,Đà Nẵng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,USD,Lương,Inactive,Z
X_000183,Vũ Văn Phong,Nam,1986-10-08 21:50:13.464005,Đắk Lắk,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
Z_000014,Lương Văn Uy,Nam,2002-10-04 21:50:13.464005,Kiên Giang,Kết hôn,Nước ngoài,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000260,Hoàng Văn Em,Nam,1949-10-17 21:50:13.464005,Phú Yên,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000272,Phạm Thị Dũng,Nữ,2003-10-04 21:50:13.464005,Hòa Bình,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Kinh doanh,Active,Y
X_000178,Trần Văn Bình,Nam,1987-10-08 21:50:13.464005,Thái Nguyên,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000035,Vũ Thị Phong,Nữ,1994-10-06 21:50:13.464005,Vĩnh Long,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000047,Nguyễn Thị An,Nữ,1990-10-07 21:50:13.464005,Nghệ An,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
Y_000268,Lưu Thị Sơn,Nữ,1984-10-08 21:50:13.464005,Sơn La,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Kinh doanh,Active,Y
Y_000128,Đỗ Văn Hùng,Nam,1985-10-08 21:50:13.464005,Bắc Kạn,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000335,Hồ Thị Khoa,Nữ,1948-10-17 21:50:13.464005,Lào Cai,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000300,Phạm Thị Dũng,Nữ,2001-10-04 21:50:13.464005,Kiên Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000280,Chu Thị Tài,Nữ,1994-10-06 21:50:13.464005,Quảng Nam,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Kinh doanh,Active,Y
X_000177,Ngô Thị Long,Nữ,1992-10-06 21:50:13.464005,Đà Nẵng,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Active,X
Y_000022,Đặng Văn Giang,Nam,1970-10-12 21:50:13.464005,Hậu Giang,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000245,Tôn Thị Rồng,Nữ,1970-10-12 21:50:13.464005,Hậu Giang,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000291,Lưu Văn Sơn,Nam,1979-10-10 21:50:13.464005,Hà Nội,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Kinh doanh,Active,Y
Z_000479,Hồ Thị Khoa,Nữ,1966-10-13 21:50:13.464005,Bến Tre,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000027,Đỗ Thị Hùng,Nữ,1987-10-08 21:50:13.464005,Kon Tum,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Inactive,X
X_000152,Hồ Văn Khoa,Nam,1998-10-05 21:50:13.464005,Đắk Nông,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
Y_000037,Hồ Thị Khoa,Nữ,1986-10-08 21:50:13.464005,Quảng Trị,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
Y_000161,Lê Văn Cường,Nam,1992-10-06 21:50:13.464005,Bến Tre,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Kinh doanh,Active,Y
Y_000030,Đinh Thị Quang,Nữ,1998-10-05 21:50:13.464005,Đồng Nai,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Kinh doanh,Active,Y
Z_000282,Chu Thị Tài,Nữ,1951-10-17 21:50:13.464005,Ninh Bình,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000206,Lê Thị Cường,Nữ,1970-10-12 21:50:13.464005,Gia Lai,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000292,Nguyễn Thị An,Nữ,1983-10-09 21:50:13.464005,An Giang,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
Z_000262,Đỗ Văn Hùng,Nam,2003-10-04 21:50:13.464005,An Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000237,Ngô Văn Long,Nam,2007-10-03 21:50:13.464005,Gia Lai,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000256,Võ Thị Phúc,Nữ,1945-10-18 21:50:13.464005,Cao Bằng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000145,Phạm Thị Dũng,Nữ,1981-10-09 21:50:13.464005,Bắc Ninh,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000173,Trần Văn Bình,Nam,1959-10-15 21:50:13.464005,Hải Phòng,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
X_000171,Hồ Văn Khoa,Nam,1986-10-08 21:50:13.464005,An Giang,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
Z_000492,Lý Văn Nam,Nam,2006-10-03 21:50:13.464005,Lào Cai,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
X_000117,Hoàng Văn Em,Nam,1996-10-05 21:50:13.464005,Quảng Nam,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
Z_000131,Nguyễn Văn An,Nam,2004-10-03 21:50:13.464005,Thái Nguyên,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Y_000027,Ngô Thị Long,Nữ,1972-10-11 21:50:13.464005,Hậu Giang,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Kinh doanh,Inactive,Y
Y_000094,Trần Thị Bình,Nữ,1971-10-12 21:50:13.464005,Điện Biên,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000418,Đỗ Thị Hùng,Nữ,2006-10-03 21:50:13.464005,Đồng Tháp,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Inactive,Z
Y_000013,Đỗ Văn Hùng,Nam,2003-10-04 21:50:13.464005,Cà Mau,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000226,Trần Văn Bình,Nam,2003-10-04 21:50:13.464005,Phú Yên,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000075,Võ Thị Phúc,Nữ,1965-10-13 21:50:13.464005,Quảng Trị,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000145,Chu Thị Tài,Nữ,1959-10-15 21:50:13.464005,Vĩnh Long,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Inactive,Z
Y_000068,Bùi Thị Hải,Nữ,1980-10-09 21:50:13.464005,Đà Nẵng,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Inactive,Y
Y_000088,Dương Văn Minh,Nam,1990-10-07 21:50:13.464005,Bà Rịa - Vũng Tàu,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000313,Đinh Thị Quang,Nữ,1962-10-14 21:50:13.464005,Yên Bái,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000497,Trần Văn Bình,Nam,1968-10-12 21:50:13.464005,Đà Nẵng,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Khác,Inactive,Z
Z_000473,Chu Thị Tài,Nữ,2003-10-04 21:50:13.464005,Đắk Lắk,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000347,Bùi Thị Hải,Nữ,2004-10-03 21:50:13.464005,Hòa Bình,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000063,Vũ Thị Phong,Nữ,1962-10-14 21:50:13.464005,Bình Định,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Y_000180,Ngô Thị Long,Nữ,1978-10-10 21:50:13.464005,Hậu Giang,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Inactive,Y
Z_000483,Lương Thị Uy,Nữ,1946-10-18 21:50:13.464005,Đà Nẵng,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Z_000170,Lưu Văn Sơn,Nam,2005-10-03 21:50:13.464005,Gia Lai,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
Y_000169,Lý Văn Nam,Nam,1996-10-05 21:50:13.464005,Bắc Ninh,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000209,Ngô Thị Long,Nữ,2006-10-03 21:50:13.464005,Cao Bằng,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Inactive,Z
Z_000092,Nguyễn Văn An,Nam,1949-10-17 21:50:13.464005,Bắc Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
X_000192,Phạm Văn Dũng,Nam,1986-10-08 21:50:13.464005,Lâm Đồng,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
Z_000329,Lưu Văn Sơn,Nam,1960-10-14 21:50:13.464005,Bến Tre,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Inactive,Z
X_000130,Hồ Văn Khoa,Nam,1994-10-06 21:50:13.464005,Thái Nguyên,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,USD,Kinh doanh,Active,X
Z_000378,Lý Thị Nam,Nữ,1962-10-14 21:50:13.464005,Sóc Trăng,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Closed,Z
Y_000204,Hoàng Thị Em,Nữ,1988-10-07 21:50:13.464005,Gia Lai,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Kinh doanh,Active,Y
X_000126,Hoàng Thị Em,Nữ,1998-10-05 21:50:13.464005,Bạc Liêu,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
Y_000115,Nguyễn Văn An,Nam,1971-10-12 21:50:13.464005,Bình Dương,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,USD,Lương,Active,Y
Z_000297,Hồ Thị Khoa,Nữ,2003-10-04 21:50:13.464005,Đắk Nông,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000164,Nguyễn Thị An,Nữ,1986-10-08 21:50:13.464005,Kon Tum,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
Z_000318,Lương Văn Uy,Nam,2003-10-04 21:50:13.464005,Quảng Trị,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Inactive,Z
Z_000018,Lưu Văn Sơn,Nam,1954-10-16 21:50:13.464005,Vĩnh Phúc,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000116,Hồ Văn Khoa,Nam,2002-10-04 21:50:13.464005,Cà Mau,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Inactive,Z
Z_000090,Đặng Văn Giang,Nam,1964-10-13 21:50:13.464005,Đắk Lắk,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000460,Dương Văn Minh,Nam,1948-10-17 21:50:13.465005,Điện Biên,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000197,Hoàng Văn Em,Nam,1957-10-15 21:50:13.465005,Nghệ An,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
X_000041,Hồ Thị Khoa,Nữ,1987-10-08 21:50:13.465005,Cà Mau,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,USD,Kinh doanh,Active,X
Z_000178,Tôn Thị Rồng,Nữ,1967-10-13 21:50:13.465005,Bình Thuận,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000404,Lưu Thị Sơn,Nữ,1947-10-18 21:50:13.465005,Tiền Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000061,Tôn Thị Rồng,Nữ,1990-10-07 21:50:13.465005,Cần Thơ,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000436,Đỗ Thị Hùng,Nữ,1965-10-13 21:50:13.465005,Hậu Giang,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
X_000025,Đinh Văn Quang,Nam,1990-10-07 21:50:13.465005,Kiên Giang,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000185,Hoàng Văn Em,Nam,1998-10-05 21:50:13.465005,TP. Hồ Chí Minh,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
Y_000250,Lê Văn Cường,Nam,1998-10-05 21:50:13.465005,Sơn La,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,USD,Lương,Active,Y
Z_000461,Lương Văn Uy,Nam,2003-10-04 21:50:13.465005,Cà Mau,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000258,Hồ Văn Khoa,Nam,1997-10-05 21:50:13.465005,Hưng Yên,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,USD,Kinh doanh,Active,Y
Y_000160,Đặng Thị Giang,Nữ,2000-10-04 21:50:13.465005,Vĩnh Phúc,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,USD,Kinh doanh,Inactive,Y
Y_000106,Nguyễn Thị An,Nữ,1972-10-11 21:50:13.465005,Đắk Nông,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000383,Đỗ Thị Hùng,Nữ,2005-10-03 21:50:13.465005,Bắc Ninh,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Y_000033,Ngô Văn Long,Nam,1995-10-06 21:50:13.465005,Lai Châu,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Kinh doanh,Active,Y
Z_000469,Trần Thị Bình,Nữ,2002-10-04 21:50:13.465005,Lai Châu,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,USD,Lương,Active,Z
Z_000064,Lưu Thị Sơn,Nữ,1953-10-16 21:50:13.465005,Sơn La,Độc thân,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Khác,Active,Z
Z_000059,Bùi Văn Hải,Nam,1955-10-16 21:50:13.465005,Hòa Bình,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000216,Phạm Thị Dũng,Nữ,1948-10-17 21:50:13.465005,Đà Nẵng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
Y_000116,Hồ Thị Khoa,Nữ,1974-10-11 21:50:13.465005,Bình Phước,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000422,Hồ Văn Khoa,Nam,1964-10-13 21:50:13.465005,Phú Yên,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Inactive,Z
X_000071,Dương Thị Minh,Nữ,1997-10-05 21:50:13.465005,An Giang,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Inactive,X
Z_000086,Trần Thị Bình,Nữ,2007-10-03 21:50:13.465005,Vĩnh Phúc,Kết hôn,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Lương,Active,Z
Z_000062,Bùi Thị Hải,Nữ,1963-10-14 21:50:13.465005,Đắk Lắk,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
X_000102,Lý Văn Nam,Nam,1992-10-06 21:50:13.465005,Cà Mau,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
Z_000332,Phan Văn Oanh,Nam,1949-10-17 21:50:13.465005,Sóc Trăng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,USD,Lương,Active,Z
Y_000149,Dương Thị Minh,Nữ,1991-10-07 21:50:13.465005,Trà Vinh,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000080,Lưu Thị Sơn,Nữ,1968-10-12 21:50:13.465005,An Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000146,Đỗ Văn Hùng,Nam,1959-10-15 21:50:13.465005,Phú Yên,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000142,Phan Thị Oanh,Nữ,2005-10-03 21:50:13.465005,Hưng Yên,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
Z_000040,Hoàng Văn Em,Nam,1961-10-14 21:50:13.465005,Thái Nguyên,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Closed,Z
X_000109,Lương Văn Uy,Nam,1999-10-05 21:50:13.465005,Đồng Nai,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
Y_000184,Ngô Văn Long,Nam,1972-10-11 21:50:13.465005,Bắc Giang,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
Z_000411,Trần Văn Bình,Nam,1953-10-16 21:50:13.465005,Lai Châu,Độc thân,Nước ngoài,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000451,Hồ Văn Khoa,Nam,1945-10-18 21:50:13.465005,Bình Phước,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Khác,Active,Z
Y_000228,Ngô Thị Long,Nữ,2002-10-04 21:50:13.465005,Lào Cai,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Kinh doanh,Active,Y
Y_000251,Lưu Văn Sơn,Nam,1984-10-08 21:50:13.465005,Nghệ An,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
Y_000138,Dương Văn Minh,Nam,1977-10-10 21:50:13.465005,Phú Thọ,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000307,Chu Thị Tài,Nữ,2001-10-04 21:50:13.465005,Lâm Đồng,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
X_000159,Trần Văn Bình,Nam,1989-10-07 21:50:13.465005,Gia Lai,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,USD,Đầu tư,Inactive,X
Y_000252,Đinh Văn Quang,Nam,1970-10-12 21:50:13.465005,Hà Tĩnh,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Kinh doanh,Active,Y
Z_000048,Lưu Văn Sơn,Nam,2007-10-03 21:50:13.465005,Tây Ninh,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Inactive,Z
Z_000214,Phạm Thị Dũng,Nữ,1957-10-15 21:50:13.465005,Bà Rịa - Vũng Tàu,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000312,Đinh Thị Quang,Nữ,1960-10-14 21:50:13.465005,Hà Nội,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000071,Nguyễn Văn An,Nam,1971-10-12 21:50:13.465005,Lâm Đồng,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Inactive,Y
Y_000108,Đỗ Văn Hùng,Nam,1997-10-05 21:50:13.465005,Hòa Bình,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Kinh doanh,Active,Y
Z_000428,Lưu Văn Sơn,Nam,2001-10-04 21:50:13.465005,Bắc Kạn,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Inactive,Z
Z_000185,Phạm Văn Dũng,Nam,2006-10-03 21:50:13.465005,Phú Thọ,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000282,Lê Văn Cường,Nam,1997-10-05 21:50:13.465005,Bến Tre,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000126,Đỗ Thị Hùng,Nữ,1954-10-16 21:50:13.465005,Phú Thọ,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Z_000356,Phan Văn Oanh,Nam,1970-10-12 21:50:13.465005,An Giang,Độc thân,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Lương,Active,Z
Z_000295,Đặng Văn Giang,Nam,1966-10-13 21:50:13.465005,Hà Tĩnh,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000179,Nguyễn Văn An,Nam,1981-10-09 21:50:13.465005,Quảng Bình,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,USD,Kinh doanh,Active,Y
Z_000337,Bùi Thị Hải,Nữ,2002-10-04 21:50:13.465005,Quảng Ninh,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
X_000018,Đinh Văn Quang,Nam,1986-10-08 21:50:13.465005,Lạng Sơn,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
Z_000363,Tôn Thị Rồng,Nữ,1956-10-15 21:50:13.465005,Tây Ninh,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Inactive,Z
Y_000081,Phan Thị Oanh,Nữ,1974-10-11 21:50:13.465005,Bình Phước,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000324,Đặng Văn Giang,Nam,1951-10-17 21:50:13.465005,Bắc Kạn,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Closed,Z
Z_000310,Đặng Văn Giang,Nam,2005-10-03 21:50:13.465005,Thừa Thiên Huế,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000122,Lưu Văn Sơn,Nam,2002-10-04 21:50:13.465005,Điện Biên,Độc thân,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Khác,Active,Z
Z_000132,Lê Thị Cường,Nữ,2001-10-04 21:50:13.465005,Kiên Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
